id,title,title_eng,location,latitude,longitude,culture,collection_date,collector,performer,source,source_key,source_author,source_title,source_publisher,source_address,source_page_num,source_song_num,source_date,catalogue_numberencoder,encoding_date,copyright,license_abbr,version,meter,metric_classification,modality,key,ambitus,has_lyrics,has_music,genre,language,language_iso,url,preview_url,path,format,checksum
deut0600,Es blies ein jaeger wol in sein horn,,"Europa, Mitteleuropa, Deutschland, Schlesien",,,,,,,,erk1893liederhort1,,,,,,19b,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple quadruple,,,,False,True,"Sage, Maerchen -, Zauber - Lied, Ballade ?",,,https://kern.humdrum.org/cgi-bin/ksdata?file=deut0600.krn&l=essen/europa/deutschl/erk&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/erk/deut0600.krn,deut0600.krn,kern,130624f7a2cb079187b7b7492fda3949
deut0601,Es blies ein jaeger wol in sein horn,,"Europa, Mitteleuropa, Deutschland, Coethen",,,,,,,,erk1893liederhort1,,,,,,19c,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple quadruple,,,,False,True,"Sage, Maerchen -, Zauber - Lied, Ballade ?",,,https://kern.humdrum.org/cgi-bin/ksdata?file=deut0601.krn&l=essen/europa/deutschl/erk&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/erk/deut0601.krn,deut0601.krn,kern,55b0b0a7fc958e2fc56adb9e1f4314bb
deut0602,Es blies ein jaeger wol in sein jaegerhorn,,"Europa, Mitteleuropa, Deutschland, Bayern; Wuerttemberg; Thueringen",,,,,,,,erk1893liederhort1,,,,,,19d,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Sage, Maerchen -, Zauber - Lied, Ballade ?",,,https://kern.humdrum.org/cgi-bin/ksdata?file=deut0602.krn&l=essen/europa/deutschl/erk&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/erk/deut0602.krn,deut0602.krn,kern,67f503dc0c17cdca98f9cf04d7bfaf68
deut0603,Ich weiss ein jaeger,,"Europa, Mitteleuropa, Deutschland, Regensburg",,,,,,,,erk1893liederhort1,,,,,,19e,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,compound duple,,,,False,True,"Sage, Maerchen -, Zauber - Lied, Ballade ?",,,https://kern.humdrum.org/cgi-bin/ksdata?file=deut0603.krn&l=essen/europa/deutschl/erk&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/erk/deut0603.krn,deut0603.krn,kern,34a94153e459ec3064defed8ebf6519e
deut0604,Es war ein jaeger der blies ins horn,,"Europa, Mitteleuropa, Deutschland, Siebengebirge",,,,,,,,erk1893liederhort1,,,,,,19f,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,compound duple,,,,False,True,"Sage, Maerchen -, Zauber - Lied, Ballade ?",,,https://kern.humdrum.org/cgi-bin/ksdata?file=deut0604.krn&l=essen/europa/deutschl/erk&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/erk/deut0604.krn,deut0604.krn,kern,05284029373c06ea41452575383b216a
deut0605,Es jug ein jaeger wild und schwein,,"Europa, Mitteleuropa, Deutschland, Frankfurt, Odenthal",,,,,,,,erk1893liederhort1,,,,,,19g,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple quadruple,,,,False,True,"Sage, Maerchen -, Zauber - Lied, Ballade ?",,,https://kern.humdrum.org/cgi-bin/ksdata?file=deut0605.krn&l=essen/europa/deutschl/erk&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/erk/deut0605.krn,deut0605.krn,kern,ebd76dc6c8c14727c7a23b60670fc424
deut0606,Es stund ein haeuslein an dem rhein,,"Europa, Mitteleuropa, Deutschland, Odenwald, Spachbruecken",,,,,,,,erk1893liederhort1,,,,,,19h,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple quadruple,,,,False,True,"Sage, Maerchen -, Zauber - Lied, Ballade ?",,,https://kern.humdrum.org/cgi-bin/ksdata?file=deut0606.krn&l=essen/europa/deutschl/erk&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/erk/deut0606.krn,deut0606.krn,kern,236694115f4248f1003716b7d8f106ac
deut0607,Wilhelm bin ich,,"Europa, Mitteleuropa, Deutschland",,,,,,,,erk1893liederhort1,,,,,,32,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple quadruple,,,,False,True,"Helden - Sage, erzaehlendes Volks - Lied, Ballade ?",,,https://kern.humdrum.org/cgi-bin/ksdata?file=deut0607.krn&l=essen/europa/deutschl/erk&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/erk/deut0607.krn,deut0607.krn,kern,97702cea5036242ef9c227673d12a14a
deut0608,Es wollt einmal ein edler herr ausreiten,,"Europa, Mitteleuropa, Deutschland, Breslau",,,,,,,,erk1893liederhort1,,,,,,33,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"erzaehlendes Volks - Lied, Ritter - Sage, Ballade ?",,,https://kern.humdrum.org/cgi-bin/ksdata?file=deut0608.krn&l=essen/europa/deutschl/erk&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/erk/deut0608.krn,deut0608.krn,kern,87853a6b1d66b068b9a7cb1cb2f78a00
deut0609,Er ist der morgensterne,,"Europa, Mitteleuropa, Deutschland",,,,,,,,erk1893liederhort1,,,,,,35,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,compound duple,,,,False,True,"erzaehlendes Volks - Lied, Ritter - Sage, Ballade ?",,,https://kern.humdrum.org/cgi-bin/ksdata?file=deut0609.krn&l=essen/europa/deutschl/erk&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/erk/deut0609.krn,deut0609.krn,kern,b4f5efdcfc621e38c83368e89373f635
deut0610,Stolz heinrich der wollt freien gehn,,"Europa, Mitteleuropa, Deutschland, Niederrhein; Siebengebirge",,,,,,,,erk1893liederhort1,,,,,,40,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"erzaehlendes Volks - Lied, Ritter - Sage, Ballade ?",,,https://kern.humdrum.org/cgi-bin/ksdata?file=deut0610.krn&l=essen/europa/deutschl/erk&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/erk/deut0610.krn,deut0610.krn,kern,2e9b2e59216582fc7c6a7ccd87e9f16f
deut0611,Stolz syburg wollte freien gehn,,"Europa, Mitteleuropa, Deutschland, Westfalen",,,,,,,,erk1893liederhort1,,,,,,40a,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"erzaehlendes Volks - Lied, Ritter - Sage, Ballade ?",,,https://kern.humdrum.org/cgi-bin/ksdata?file=deut0611.krn&l=essen/europa/deutschl/erk&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/erk/deut0611.krn,deut0611.krn,kern,ba15cc1fa96b13ca59f5a17d690258a9
deut0612,Und als ich auf gruen heide kam,,"Europa, Mitteleuropa, Deutschland, Westfalen",,,,,,,,erk1893liederhort1,,,,,,40b,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple quadruple,,,,False,True,"erzaehlendes Volks - Lied, Ritter - Sage, Ballade ?",,,https://kern.humdrum.org/cgi-bin/ksdata?file=deut0612.krn&l=essen/europa/deutschl/erk&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/erk/deut0612.krn,deut0612.krn,kern,7a711e3413899ab5591270a226e89929
deut0613,Als schondilg noch ein klein kind war,,"Europa, Mitteleuropa, Deutschland, Niederrhein",,,,,,,,erk1893liederhort1,,,,,,41a,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple triple,,,,False,True,"erzaehlendes Volks - Lied, Ritter -, Raeuber - Sage, Ballade ?",,,https://kern.humdrum.org/cgi-bin/ksdata?file=deut0613.krn&l=essen/europa/deutschl/erk&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/erk/deut0613.krn,deut0613.krn,kern,e1a75414e454cc4e8771ff85d2a17ae2
deut0614,Es ritt ein raeuber wohl ueber den rhein,,"Europa, Mitteleuropa, Deutschland, Limburg, Nauheim",,,,,,,,erk1893liederhort1,,,,,,41b,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,compound duple,,,,False,True,"erzaehlendes Volks - Lied, Raeuber - Sage, Ballade ?",,,https://kern.humdrum.org/cgi-bin/ksdata?file=deut0614.krn&l=essen/europa/deutschl/erk&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/erk/deut0614.krn,deut0614.krn,kern,9934f23bf895645c6c2ebf9b6b27cf0a
deut0615,Es ritt ein ritter wol durch das ried,,"Europa, Mitteleuropa, Deutschland, Heidelberg",,,,,,,,erk1893liederhort1,,,,,,42,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple triple,,,,False,True,"erzaehlendes Volks - Lied, Ritter -, Raeuber - Sage, Ballade ?",,,https://kern.humdrum.org/cgi-bin/ksdata?file=deut0615.krn&l=essen/europa/deutschl/erk&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/erk/deut0615.krn,deut0615.krn,kern,a17f81baa66417d913cbc03d53215f1c
