id,title,title_eng,location,latitude,longitude,culture,collection_date,collector,performersource,source_key,source_page_num,source_song_num,source_date,catalogue_numberencoder,encoding_date,copyright,license_abbr,version,meter,metric_classification,modality,key,ambitus,has_lyrics,has_music,genre,language,language_iso,url,preview_url,path,format,checksum,encoder
k1104,Wir sitzen so fröhlich beisammen ,,Luxemburg,,,,,,,kintzele1927ucht2,24f,2-11,,,,,,,3/4 ,,heptatonic ionian,G,9,False,True,Spottlied,,,https://kern.humdrum.org/cgi-bin/ksdata?file=k/k1104.krn&l=users/sagrillo/lux&format=kern,http://verovio.humdrum.org/?file=sagrillo/lux/k/k1104.krn,k/k1104.krn,kern,22a6ba47dc5c8f4a913b491d8e96c425,Damien Sagrillo
k1105,Treu und Lieb hab ich dir geschworen ,,Luxemburg,,,,,,,kintzele1927ucht2,26,2-12,,,,,,,4/4 ,,hexatonic major,G,6,False,True,"Treue?, ???",,,https://kern.humdrum.org/cgi-bin/ksdata?file=k/k1105.krn&l=users/sagrillo/lux&format=kern,http://verovio.humdrum.org/?file=sagrillo/lux/k/k1105.krn,k/k1105.krn,kern,3c72fb701e8c59b434b1adf003c70097,Damien Sagrillo
k1106,Als ich dich zum ersten Mal erblickte ,,Luxemburg,,,,,,,kintzele1927ucht2,28,2-13,,,,,,,4/4 ,,heptatonic ionian,D,9,False,True,Werbung um Treue,,,https://kern.humdrum.org/cgi-bin/ksdata?file=k/k1106.krn&l=users/sagrillo/lux&format=kern,http://verovio.humdrum.org/?file=sagrillo/lux/k/k1106.krn,k/k1106.krn,kern,0c1ca14d65dca982bbc5dfd8ef0410f0,Damien Sagrillo
k1107,So leb denn wohl du stilles Haus ,,Luxemburg,,,,,,,kintzele1927ucht2,34,2-15,,,,,,,3/4 ,,octatonic major,F,8,False,True,"Abschied, Bitte um Treue",,,https://kern.humdrum.org/cgi-bin/ksdata?file=k/k1107.krn&l=users/sagrillo/lux&format=kern,http://verovio.humdrum.org/?file=sagrillo/lux/k/k1107.krn,k/k1107.krn,kern,a7de2501bf6eab8e2702441dc2044248,Damien Sagrillo
k1107v,Les Montagnards ,,Luxembourg,,,,,,,kintzele1927ucht2,84ff,2-33,,,,,,,6/8 4/4 2/4 ,,octatonic major,Bb,10b,False,True,Heimatlied?,,,https://kern.humdrum.org/cgi-bin/ksdata?file=k/k1107v.krn&l=users/sagrillo/lux&format=kern,http://verovio.humdrum.org/?file=sagrillo/lux/k/k1107v.krn,k/k1107v.krn,kern,39291fc810ff7555de75f9270c0a9f4f,Damien Sagrillo
k1108,De Malbrough ,,Luxemburg,,,,,,,kintzele1927ucht2,36,2-16,,,,,,,2/4 ,,hexatonic major,G,6,False,True,"historisches, Kriegs-, Soldatenlied",,,https://kern.humdrum.org/cgi-bin/ksdata?file=k/k1108.krn&l=users/sagrillo/lux&format=kern,http://verovio.humdrum.org/?file=sagrillo/lux/k/k1108.krn,k/k1108.krn,kern,b7a59d913cf8a27298fa00421b7b7b57,Damien Sagrillo
k1109v,Malbrough ,,Luxemburg,,,,,,,kintzele1927ucht2,39,2-17,,,,,,,2/4 ,,hexatonic major,G,6,False,True,"historisches, Kriegs-, Soldatenlied",,,https://kern.humdrum.org/cgi-bin/ksdata?file=k/k1109v.krn&l=users/sagrillo/lux&format=kern,http://verovio.humdrum.org/?file=sagrillo/lux/k/k1109v.krn,k/k1109v.krn,kern,1d64e55cb6d86d9c6a5d267248f300de,Damien Sagrillo
k1110,Vater Noah ,,Luxemburg,,,,,,,kintzele1927ucht2,43,2-18,,,,,,,3/4 ,,octatonic w/o 7,D,10b,False,True,Trinklied,,,https://kern.humdrum.org/cgi-bin/ksdata?file=k/k1110.krn&l=users/sagrillo/lux&format=kern,http://verovio.humdrum.org/?file=sagrillo/lux/k/k1110.krn,k/k1110.krn,kern,0a7bad35d534002d8bdd11858527bc57,Damien Sagrillo
k1111,Schönstes M&auml;dchen auf dieser Erde ,,Luxemburg,,,,,,,kintzele1927ucht2,58,2-23,,,,,,,4/4 ,,hexatonic major,F,9,False,True,Bitte um Treue,,,https://kern.humdrum.org/cgi-bin/ksdata?file=k/k1111.krn&l=users/sagrillo/lux&format=kern,http://verovio.humdrum.org/?file=sagrillo/lux/k/k1111.krn,k/k1111.krn,kern,dee9cc790fbf5b010c5de588c1ef9d2c,Damien Sagrillo
k1112,Es reiten zwei Herzliebchen ,,Luxemburg,,,,,,,kintzele1927ucht2,60,2-24,,,,,,,3/4 ,,heptatonic ionian,F,9,False,True,"Liebe, Tod",,,https://kern.humdrum.org/cgi-bin/ksdata?file=k/k1112.krn&l=users/sagrillo/lux&format=kern,http://verovio.humdrum.org/?file=sagrillo/lux/k/k1112.krn,k/k1112.krn,kern,f30af7c5d602433c53fc2e4fbb73a34e,Damien Sagrillo
k1113,Amerikanisches Lied ,,Luxemburg,,,,,,,kintzele1927ucht2,63,2-25,,,,,,,4/4 ,,heptatonic ionian,G,9b,False,True,"Abschieds-, Trennungslied",,,https://kern.humdrum.org/cgi-bin/ksdata?file=k/k1113.krn&l=users/sagrillo/lux&format=kern,http://verovio.humdrum.org/?file=sagrillo/lux/k/k1113.krn,k/k1113.krn,kern,3c8e5b1c3503ab20077e990516a3b75c,Damien Sagrillo
k1114,Ich schie&szlig; den Hirsch im wilden Forst ,,Luxemburg,,,,,,,kintzele1927ucht2,73f,2-28,,,,,,,2/4 6/8 ,,heptatonic ionian,G,11,False,True,Jagd,,,https://kern.humdrum.org/cgi-bin/ksdata?file=k/k1114.krn&l=users/sagrillo/lux&format=kern,http://verovio.humdrum.org/?file=sagrillo/lux/k/k1114.krn,k/k1114.krn,kern,511a6e718d5bcd27d553d924f0903672,Damien Sagrillo
k1115,Der sterbende J&uuml;ngling ,,Luxemburg,,,,,,,kintzele1927ucht2,75f,2-29,,,,,,,4/4 ,,heptatonic ionian,C,9,False,True,Abschied?,,,https://kern.humdrum.org/cgi-bin/ksdata?file=k/k1115.krn&l=users/sagrillo/lux&format=kern,http://verovio.humdrum.org/?file=sagrillo/lux/k/k1115.krn,k/k1115.krn,kern,e98855d78caed95fa5be41166d4aa805,Damien Sagrillo
