id,title,title_eng,location,latitude,longitude,culture,collection_date,collector,performersource,source_key,source_page_num,source_song_num,source_date,catalogue_numberencoder,encoding_date,copyright,license_abbr,version,meter,metric_classification,modality,key,ambitus,has_lyrics,has_music,genre,language,language_iso,url,preview_url,path,format,checksum,encoder,catalogue_num
natmn013,Maonan gen dang zou,,"Guangxi, Huanjiang",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,"Shange, Huantiao. Xinminge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn013.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn013.krn,natmn013.krn,kern,5ec96a98f43bc89ddfa2b0191895bd10,Helmut Schaffrath,C0255
natmn014,Shange yuejin ge yueduo,,"Guangxi, Xiangzhou",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple triple,,,,False,True,Shange,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn014.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn014.krn,natmn014.krn,kern,11ecb0e0ef486ebc48a2956a158e1acb,Helmut Schaffrath,C0272
natmn015,Women bupa da laohu,,"Guangxi, Huanjiang",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,"Erge, Bishua",,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn015.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn015.krn,natmn015.krn,kern,7e3e2c32403ce71fb765fe38859775d4,Helmut Schaffrath,C0261
natmn016,Wanyue yiyang de liandao,,"Xinjiang, Aletai",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Shuqing gequ.  Zanmei qingnian xiaohuozi,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn016.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn016.krn,natmn016.krn,kern,0310ad5018e2a0088ee6452a8606ae74,Helmut Schaffrath,C0437
natmn017,Hese de xiongying,,Neimeng Hulunbeir (i.d.Nhe von Heilongjiang,,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,Muge. Rensheng zheli,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn017.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn017.krn,natmn017.krn,kern,12a25e27e9f65339d3b2eda3284b41f5,Helmut Schaffrath,C0416
natmn018,Jinse changzong huangbiao ma,,"Neimeng Alashanmeng (Westen, Nhe v.Ningxia)",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple triple,,,,False,True,Muge. Zanmei guniang,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn018.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn018.krn,natmn018.krn,kern,6c00b3e4f5b8579d661fec4e5b08c33e,Helmut Schaffrath,C0417
natmn019,Xunfu de xiao qingma,,Neimeng Hulunbeir,,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,Muge. Biaoda aiqing,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn019.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn019.krn,natmn019.krn,kern,d38bb1cdc531d7916a1e65492b079e50,Helmut Schaffrath,C0418
natmn020,Cheng ji si han song ge,,Neimeng Xilingele,,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,Song ge. Zansong minzu yingxong Chengjisihan.,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn020.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn020.krn,natmn020.krn,kern,0d12504ce7f3e22a8e7d49152b69ebad,Helmut Schaffrath,C0419
natmn021,Ba yan hang gai,,Neimeng Erduos,,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple quadruple,,,,False,True,Duan ge. Zan junma,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn021.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn021.krn,natmn021.krn,kern,4539267ddfe7659cb744897a1f68c3f3,Helmut Schaffrath,C0420
natmn022,Tu er hu te jiaxiang,,"Xinjiang, Bayngele (Osten-i.d.Nhe v.Menggu)",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple quadruple,,,,False,True,Duan ge. Zanmei jiaxiang,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn022.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn022.krn,natmn022.krn,kern,1c95d31640b5bd8445ce5f63eae7576a,Helmut Schaffrath,C0439
natmn023,A nar gu li ba la,,"Xinjiang, Kashi (Sd)",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Laodong gequ. Biaoda aiqing,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn023.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn023.krn,natmn023.krn,kern,141d5c0612d8cfdecfd13579764ed141,Helmut Schaffrath,C0423
natmn024,Ya ru,,"Xinjiang, Kashi (Sd)",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,Aiqing gequ,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn024.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn024.krn,natmn024.krn,kern,b2619dcac58063231818ad1d713cb1eb,Helmut Schaffrath,C0424B
natmn025,Ya ru,,"Xinjiang, Kashi (Sd)",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,Aiqing gequ,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn025.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn025.krn,natmn025.krn,kern,caa321bf93b3d224bb41178d29f54198,Helmut Schaffrath,C0424A
natmn026,Po qian ge,,"Xinjiang, Yili (Norden)",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xushige. Libie Jiaxiang shi chang,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn026.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn026.krn,natmn026.krn,kern,8f662ede430d5c67f0e907c66c072ffa,Helmut Schaffrath,C0425
natmn027,Jia nai,,"Xinjiang, Yili (Nord)",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,Aiqing gequ,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn027.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn027.krn,natmn027.krn,kern,d61af3359ac470c9aef3ef7f42f8d015,Helmut Schaffrath,C0042B
natmn028,Jia nai,,"Xinjiang, Yili (Nord)",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,Aiqing gequ,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn028.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn028.krn,natmn028.krn,kern,dfd753be96672a3cb55d7a5cfff3ccfa,Helmut Schaffrath,C0042A
natmn029,A dar gur,,"Xinjiang, Yngjisha",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,Aiqing gequ,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn029.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn029.krn,natmn029.krn,kern,4a44ca96eb51a9d54151c81d0262de3d,Helmut Schaffrath,C0429
natmn030,Kezi le bi dai,,"Xinjiang, Yili",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,Aiqing gequ,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn030.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn030.krn,natmn030.krn,kern,8491514067aa0222007846ffee9c1d53,Helmut Schaffrath,C0430
natmn031,Har ha shi,,"Xinjiang, Tacheng (Nord)",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,Aiqing gequ,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn031.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn031.krn,natmn031.krn,kern,f62ade401881addf657f79d92b1a0a96,Helmut Schaffrath,C0431
natmn032,Gu li pa,,"Xinjiang, Kezilesu (Nord)",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,Aiqing gequ,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn032.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn032.krn,natmn032.krn,kern,d4d7758e53a7c3e827d4188f78ed8454,Helmut Schaffrath,C0434
natmn033,Hei meimao de gu niang,,"Xinjiang, Kashi",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Aiqing gequ,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn033.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn033.krn,natmn033.krn,kern,a529f93520e02483c9f4759e8d8456c6,Helmut Schaffrath,C0435
natmn034,Song xin niang,,"Xinjiang, Chabuchar (Nordwesten)",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn034.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn034.krn,natmn034.krn,kern,c56d5240ff9300db131f80265906d369,Helmut Schaffrath,C0438
natmn035,Kan xin niang,,Taiwan,,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Fengsu ge. Kan xinniang,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn035.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn035.krn,natmn035.krn,kern,aea33465d23e8a460ae38c1b33390aa7,Helmut Schaffrath,C0440
natmn036,Zhenxin xiangai jie lianli,,"Taiwan, Gaoxong (Sdosten)",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Wuge. Biaoda aiqing,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn036.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn036.krn,natmn036.krn,kern,1563124b8f7d3de65024b3d268e6d778,Helmut Schaffrath,C0441
natmn037,Chu ge,,"Taiwan, Hualian (Osten)",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Laodong ge. Fun chongmi shi chang. Wuge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn037.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn037.krn,natmn037.krn,kern,91b00e408605c5a4f097c3fab225dce9,Helmut Schaffrath,C0442
natmn038,Qing liuliu de Qingdiao,,"Gansu, Linxia (Sd)",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple triple,,,,False,True,"Fengsu ge, Yanxi qu. Huanju changhe chang",,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn038.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn038.krn,natmn038.krn,kern,f9f2e8fbc36a6543cfe148e23c8f8227,Helmut Schaffrath,C0390
natmn039,Gan zhan ge,,"Gansu, Sunan",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,compound duple,,,,False,True,Haozi. Jisuan gan zhan de cishu,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn039.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn039.krn,natmn039.krn,kern,b7ea3bdd40deb77d64931dba0171a09c,Helmut Schaffrath,C0836
natmn040,Lan gong diao,,"Ningxia, Tongxin",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,Xiaodiao. Changgong suku,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn040.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn040.krn,natmn040.krn,kern,8670ad79872f1ecbdfea1fd3d66edce4,Helmut Schaffrath,C0048
natmn041,Shandan hong hua kai,,"Ningxia, Yinchuan",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Biaoda aiqing,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn041.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn041.krn,natmn041.krn,kern,af76ee74658474ba03735473114389d5,Helmut Schaffrath,C0057
natmn042,Ma wuge,,"Ningxia, Yinchuan",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Biaoda aiqing,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn042.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn042.krn,natmn042.krn,kern,a55d3f0ed033bbfdd90ded506fe3c675,Helmut Schaffrath,C0058
natmn043,Heli de langtou fan san fan,,"Qinghai, Xunhua, Tongren",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,"Shange, Huaer(Sui hong hua ling). Nann liqing",,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn043.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn043.krn,natmn043.krn,kern,78c74752e304f4e9c7d5d29b16bc016b,Helmut Schaffrath,C0065
natmn044,Zou xikou,,Neimeng,,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple quadruple,,,,False,True,Liebeslied,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn044.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn044.krn,natmn044.krn,kern,7d9afaebe11599d90064aa1a9335ddab,Helmut Schaffrath,C1306
natmn045,Yue xia qing ge,,Yunnan,,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn045.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn045.krn,natmn045.krn,kern,fda57a84393562b5a6cc85024c126e69,Helmut Schaffrath,C1305
natmn046,Baiyu,,Xinjiang Yili,,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn046.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn046.krn,natmn046.krn,kern,5cc7475b2e2a1823c6aed3ae319fb72d,Helmut Schaffrath,C0426A
natmn047,Fang che yao,,"Jilin, Yanbian",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,"Laodong gequ, Nandao geyao. Suku",,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn047.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn047.krn,natmn047.krn,kern,8ab5951dbc4f8c9dbdf5f83ff34b8486,Helmut Schaffrath,C0284
natmn048,A li lang,,"Jilin, Yanbian",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple triple,,,,False,True,Wuge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn048.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn048.krn,natmn048.krn,kern,818eed2fd10e8aeac1c20d1b6d6a4ec9,Helmut Schaffrath,C0288
natmn049,Zhongshi de xing na xiangnian ni,,"Heilongjiang, Nord",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Wuge, Hakumai. Biaoda aiqing",,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn049.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn049.krn,natmn049.krn,kern,2376be5612a9d91de8ff1dda6a974c68,Helmut Schaffrath,C0192
natmn050,Wode jiaxiang duo meihao (Wie schoen ist meine Heimat),,"Heilongjiang, Norden",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Zanmei jiaxiang,,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn050.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn050.krn,natmn050.krn,kern,a0f1ad80c67dea843cbf65f29f883ae4,Helmut Schaffrath,C0280
natmn051,Erhai bian shang fengshou mang,,"Yunnan, Eryuan",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,"Shange, Deng chuan diao. Xinminge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn051.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn051.krn,natmn051.krn,kern,e1c852da9eb0faf8d3479cea46669b2c,Helmut Schaffrath,C0203
natmn052,Zong ba nang song]             (tibet. Dialekt),,"Xinjiang, Lasa",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple quadruple,,,,False,True,"Wuge, Nangma. Caoyan fengguang",,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn052.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn052.krn,natmn052.krn,kern,21c77dac5f9e4c358ba3d7b98aa5d4d4,Helmut Schaffrath,C0236
natmn053,Maozhuxi laiguo wuzhishan,,"Hainan, Baoting",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Shange, Shuiman diao. Xinminge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn053.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn053.krn,natmn053.krn,kern,19be9bf25d60ff83a00e31a9f7088b18,Helmut Schaffrath,C0935
natmn054,Xi shan diao,,"Yunnan, Eryuan",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,"Shange, Xishan diao. Xinminge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn054.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn054.krn,natmn054.krn,kern,0d6e8682529c677bd7b0351a20da2740,Helmut Schaffrath,C0205
natmn055,Wuzhi shan wu tiao xi,,Hainan,,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,"Shange, Luo ni diao. Geming lishi minge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn055.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn055.krn,natmn055.krn,kern,5710406364a97898980084aa23d6fb2d,Helmut Schaffrath,C0936
natmn056,Jiao nong changge nong jiu chang,,"Guangdong, Baisha",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. biaoda aiqing],,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn056.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn056.krn,natmn056.krn,kern,40f33857de36607c5fb5b8f08cac6c5d,Helmut Schaffrath,C0937
natmn057,Fengshou ge,,"Guangxi, Huanjiang",,,,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,"Shange, Wuzi lohai. Xinminge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=natmn057.krn&l=essen/asia/china/natmin&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/natmin/natmn057.krn,natmn057.krn,kern,48224867abdd6786653734377278e9ce,Helmut Schaffrath,C0256
