id,dataset_id,title,title_translation,location,latitude,longitude,auto_geocoded,language,glottolog_id,culture,culture_dplace_id,culture_hraf_id,genres,performers,performer_genders,instrumentation,instrument_use,percussion_use,voice_use,tonality,scale,ambitus,tempo,meter,metric_classification,collectors,collection_date,collection_date_earliest,collection_date_latest,publication_key,publication_type,publication_title,publication_authors,publication_date,publication_page_num,publication_song_num,tune_family_id,catalogue_num,publication_preview_url,encoders,encoding_date,contributors,copyright,license_id,file_path,file_format,version,file_checksum,file_url,file_preview_url,file_has_lyrics,file_has_music,file_has_licence,other_fields,comments,warnings,description,lyrics
deut3783,altdeutsches-liederbuch,Ritter und Herzogstochter,,"Germany, Heidelberg",,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,simple triple,,,,,boehme1877altdeutsches,,,,,,19,19,A0019,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3783.krn,kern,1.0,1ae2d67b9989fdfb13f9f1c799a6e02a,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3783.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3783.krn,False,True,,,Heidelberger Hs. 343 Bl. 103|ESAC (Essen Associative Code) Database: ALTDEU,,,
deut3784,altdeutsches-liederbuch,Tageweis von der Koenigstochter und dem jungen Grafen,,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,irregular,,,,,boehme1877altdeutsches,,,,,,20A,20,A0020A,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3784.krn,kern,1.0,091965d145537030286af5a96e175d54,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3784.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3784.krn,False,True,,,"Mixed meters:  3/1; 2/1|Melodie von 1545; vgl Kirchenlied ""Hilf Gott, dass mir gelinge""|ESAC (Essen Associative Code) Database: ALTDEU",,,
deut3785,altdeutsches-liederbuch,Tageweis von der Koenigstochter und dem jungen Grafen,,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,irregular,,,,,boehme1877altdeutsches,,,,,,20B,20,A0020B,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3785.krn,kern,1.0,1aa619227096ce1aa522aea6a147516b,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3785.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3785.krn,False,True,,,Mixed meters:  4/2; 6/2|Dieselbe Melodie etwas umgeformt. (1607 bei Praetorius)|ESAC (Essen Associative Code) Database: ALTDEU,,,
deut3786,altdeutsches-liederbuch,Tageweis von der Koenigstochter und dem jungen Grafen,,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,irregular,,,,,boehme1877altdeutsches,,,,,,20C,20,A0020C,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3786.krn,kern,1.0,512871b835e7c39371157d80f389edf5,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3786.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3786.krn,False,True,,,Mixed meters:  4/2; 6/2|Andere Melodie (1604)|ESAC (Essen Associative Code) Database: ALTDEU,,,
deut3787,altdeutsches-liederbuch,Tageweis von der Koenigstochter und dem jungen Grafen,,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,irregular,,,,,boehme1877altdeutsches,,,,,,20D,20,A0020D,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3787.krn,kern,1.0,54e25cc71c757be8b693fe067b1edd42,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3787.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3787.krn,False,True,,,Mixed meters:  4/2; 6/2|Dieselbe Melodie wenig anders (1611)|ESAC (Essen Associative Code) Database: ALTDEU,,,
deut3788,altdeutsches-liederbuch,Tanhaeuser,,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,simple quadruple,,,,,boehme1877altdeutsches,,,,,,21,21,A0021,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3788.krn,kern,1.0,ed0f9ae2e80c1c065aeb022cf48d3fef,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3788.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3788.krn,False,True,,,"Die Melodie des alten, echten Volksliedes vom Tanhaeuser habe|ich gluecklicherweise gefunden im 8. Quodlibet bei W. Schmeltzel|1544. Die vierte, fehlende Zeile habe ich musikalisch zu ergaen-|zen versucht.|ESAC (Essen Associative Code) Database: ALTDEU",,,
deut3789,altdeutsches-liederbuch,Der Bremberger,,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,simple quadruple,,,,,boehme1877altdeutsches,,,,,,23A,23,A0023A,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3789.krn,kern,1.0,9b0d9d2c52adb227bba4bc3e8dc14d04,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3789.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3789.krn,False,True,,,"Aeol mit phryg Schluss. Text, blos diese Strophe in den Grasliedlin|1535 No 13. Melodie von mir aus den drei vorhandenen Stimmen (Dis-|kant, Alt, Bass) zu construieren versucht, da der Tenor mit der|Hauptmelodie leider verloren gegangen ist.|ESAC (Essen Associative Code) Database: ALTDEU",,,
deut3790,altdeutsches-liederbuch,Der Bremberger,,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,compound duple,,,,,boehme1877altdeutsches,,,,,,23B,23,A0023B,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3790.krn,kern,1.0,d077f3e7488240cdb560ffd8212f9563,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3790.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3790.krn,False,True,,,"Neuere Melodie, noch 1850 am Niederrhein gehoert.|ESAC (Essen Associative Code) Database: ALTDEU",,,
deut3791,altdeutsches-liederbuch,Zwei Wasser. (Schwimmersage),,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,simple triple,,,,,boehme1877altdeutsches,,,,,,24A,24,A0024A,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3791.krn,kern,1.0,8be1158d3058c13a50e8a22f2f94f772,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3791.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3791.krn,False,True,,,"Mel. bei Joh. Ott, 1534 No. 37. Diskant. Conform bei Ott|III. 1544 No. 15 und Pet. Schoeffer II No. 9.|ESAC (Essen Associative Code) Database: ALTDEU",,,
deut3792,altdeutsches-liederbuch,Zwei Wasser. (Schwimmersage),,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,simple triple,,,,,boehme1877altdeutsches,,,,,,24B,24,A0024B,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3792.krn,kern,1.0,911326533bc93737747a2780d59ab08b,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3792.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3792.krn,False,True,,,"Mel. bei Schmeltzel, Quodlibet X. 1544|ESAC (Essen Associative Code) Database: ALTDEU",,,
deut3793,altdeutsches-liederbuch,Zwei Wasser. (Schwimmersage),,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,simple triple,,,,,boehme1877altdeutsches,,,,,,24C,24,A0024C,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3793.krn,kern,1.0,da8e2246280cd4619daa0a1e074d41d7,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3793.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3793.krn,False,True,,,"Mel. bei Rhaw, Bicinia II. 1545 No. 19.- Fuer Laute gesetzt und|etwas verzerrt steht die Melodie schon in Hans Judenkunigs|Lautenbuch, Wien 1523. Entzifferung s. Ambros, Gesch. d. Musik II,|282.|ESAC (Essen Associative Code) Database: ALTDEU",,,
deut3794,altdeutsches-liederbuch,Schwimmersage,,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,simple triple,,,,,boehme1877altdeutsches,,,,,,25,25,A0025,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3794.krn,kern,1.0,246a7f9f7af3fc085a0575466fbd8cab,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3794.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3794.krn,False,True,,,Melodie und Text bei Forster II. 1540 No. 49|ESAC (Essen Associative Code) Database: ALTDEU,,,
deut3795,altdeutsches-liederbuch,Zwei Koenigskinder,,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,simple triple,,,,,boehme1877altdeutsches,,,,,,26A,26,A0026A,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3795.krn,kern,1.0,a7ddf5d37a2d709fa664e39a5802a657,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3795.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3795.krn,False,True,,,"Svenska Folk - Visor, Stockholm 1814-16 No. 30|ESAC (Essen Associative Code) Database: ALTDEU",,,
deut3796,altdeutsches-liederbuch,Zwei Koenigskinder,,Germany,,,,German,stan1295,,,,nan,,,voice,,,True,,,,,,simple triple,,,,,boehme1877altdeutsches,,,,,,26B,26,A0026B,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3796.krn,kern,1.0,cdca77ab37a1a540e7348ac568b7f982,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3796.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3796.krn,False,True,,,Neusiedlers Lautenbuch 1536 I|ESAC (Essen Associative Code) Database: ALTDEU,,,
deut3797,altdeutsches-liederbuch,Das Schloss in Oesterreich,,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,irregular,,,,,boehme1877altdeutsches,,,,,,27A,27,A0027A,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3797.krn,kern,1.0,a712ad8d85d5f022cdfb9e503a8406df,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3797.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3797.krn,False,True,,,Mixed meters:  6/2; 4/2|Melodie bei Forster 1540 II. No. 77|ESAC (Essen Associative Code) Database: ALTDEU,,,
deut3798,altdeutsches-liederbuch,Das Schloss in Oesterreich,,Germany,,,,German,stan1295,,,,nan,,,voice,,,True,,,,,,simple triple,,,,,boehme1877altdeutsches,,,,,,27B,27,A0027B,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3798.krn,kern,1.0,5c82212ff248946770e48de6eb082fd6,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3798.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3798.krn,False,True,,,Werlin 1646 S. 1754|ESAC (Essen Associative Code) Database: ALTDEU,,,
deut3799,altdeutsches-liederbuch,Das Schloss im Oberland (Falkenstein),,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,irregular,,,,,boehme1877altdeutsches,,,,,,28,28,A0028,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3799.krn,kern,1.0,e1d4ce71a612528ca8f1a942037a36c0,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3799.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3799.krn,False,True,,,Mixed meters:  4/2; 7/2|Die Melodie bei Joh. Ott 1544 No. 8. Sie ist nur eine|Variante von: Es ligt ein schloss in Oesterreich.|ESAC (Essen Associative Code) Database: ALTDEU,,,
deut3800,altdeutsches-liederbuch,Herr von Falkenstein,,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,simple quadruple,,,,,boehme1877altdeutsches,,,,,,29,29,A0029,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3800.krn,kern,1.0,1fad8d2600fc89e602a94382e99a8f5c,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3800.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3800.krn,False,True,,,"Die Melodie hat zuerst Kretzschmer, Volkslieder II. 1840|No. 38 aus muendlicher Ueberlieferung mitgeteilt, und den Text aus dem|Museum (Deutsches Museum 1785, Leipzig II, 381) uebersetzt.|ESAC (Essen Associative Code) Database: ALTDEU",,,
deut3801,altdeutsches-liederbuch,Der gefangene Hans,,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,simple triple,,,,,boehme1877altdeutsches,,,,,,32,32,A0032,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3801.krn,kern,1.0,577933f13e98abdfb8d017c1ca4139fb,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3801.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3801.krn,False,True,,,Melodie: Souterliedekens 1540 ad Ps. 69.|ESAC (Essen Associative Code) Database: ALTDEU,,,
deut3802,altdeutsches-liederbuch,Peter Unverdorben,,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,simple quadruple,,,,,boehme1877altdeutsches,,,,,,33,33,A0033,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3802.krn,kern,1.0,abf5a788c4da234d7c3952a5a878fe64,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3802.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3802.krn,False,True,,,"Melodie und Text aus einer Handschrift des 15. Jahrh. des Klosters|St. Georgen (Bibl. Karlsruhe). Mitgetheilt durch None, Anzeiger VI.|Jahrg. Beil. 2 die Melodie.|ESAC (Essen Associative Code) Database: ALTDEU",,,
deut3803,altdeutsches-liederbuch,Die Frau zur Weissenburg,,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,simple triple,,,,,boehme1877altdeutsches,,,,,,34,34,A0034,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3803.krn,kern,1.0,6236cf24dd21ec476bc02beaf60229b3,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3803.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3803.krn,False,True,,,Melodie (Text von Boehme willkuerlich unterlegt): Souterliedekens|1540 ad Ps. 137.|ESAC (Essen Associative Code) Database: ALTDEU,,,
deut3804,altdeutsches-liederbuch,Die Frau von Luxemburg,,"Germany, Niederlande",,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,simple quadruple,,,,,boehme1877altdeutsches,,,,,,35,35,A0035,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3804.krn,kern,1.0,c65be708c54e85e791a2a1b7cd84bbaa,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3804.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3804.krn,False,True,,,"Melodie: Souterliedekens 1540 ad Ps. 137 (vgl. A0034), vereinfacht.|ESAC (Essen Associative Code) Database: ALTDEU",,,
deut3805,altdeutsches-liederbuch,Die drei Grafen,,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,simple quadruple,,,,,boehme1877altdeutsches,,,,,,36,36,A0036,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3805.krn,kern,1.0,da923b0acb728a3209cb783f1bb366d7,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3805.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3805.krn,False,True,,,"Melodie bei Schmeltzel, 1544, Quodlibet 7. Ab dritte Zeile von Boehme|ergaenzt!|ESAC (Essen Associative Code) Database: ALTDEU",,,
deut3806,altdeutsches-liederbuch,Vom jungen Grafen,,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,compound duple,,,,,boehme1877altdeutsches,,,,,,37,37,A0037,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3806.krn,kern,1.0,525e3f289112a9ba993affd68883e3a1,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3806.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3806.krn,False,True,,,Melodie zuerst in Fr. Reichardts Musikal. Kunstmagazin 1782 S. 154.|ESAC (Essen Associative Code) Database: ALTDEU,,,
deut3807,altdeutsches-liederbuch,Treue Liebe,,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,simple triple,,,,,boehme1877altdeutsches,,,,,,39,39,A0039,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3807.krn,kern,1.0,9fc67709302cfe1570b00c9ef807ea40,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3807.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3807.krn,False,True,,,Melodie (von Boehme zum Text gesetzt): Souterliedekens 1544|ad Ps. 66.|ESAC (Essen Associative Code) Database: ALTDEU,,,
deut3808,altdeutsches-liederbuch,Unter der Linde,,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,simple triple,,,,,boehme1877altdeutsches,,,,,,40,40,A0040,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3808.krn,kern,1.0,30e3639aa0baa04366b9e1a8a14badb8,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3808.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3808.krn,False,True,,,Melodie (von Boehme zum Text gesetzt): Souterliedekens 1544|ad Ps. 63.|ESAC (Essen Associative Code) Database: ALTDEU,,,
deut3809,altdeutsches-liederbuch,Zwei Gespielinnen,,Germany,,,,German,stan1295,,,,romance|ballad|song,,,voice,,,True,,,,,,compound duple,,,,,boehme1877altdeutsches,,,,,,41,41,A0041,,Helmut Schaffrath,,,"Copyright 1995, estate of Helmut Schaffrath.",,data/deut3809.krn,kern,1.0,9448277239fa6359b9cf902161d5c866,https://kern.humdrum.org/cgi-bin/ksdata?file=deut3809.krn&l=essen/europa/deutschl/altdeu1&format=kern,https://verovio.humdrum.org/?file=essen/europa/deutschl/altdeu1/deut3809.krn,False,True,,,"Melodie (von Boehme zum Text gesetzt): Souterliedekens 1544|ad Ps. 8, dem Text angepasst (was immer das heissen mag).|ESAC (Essen Associative Code) Database: ALTDEU",,,
