id,dataset_id,title,title_eng,location,latitude,longitude,culture,collection_date,collector,performer,source,source_key,source_author,source_title,source_publisher,source_address,source_page_num,source_song_num,source_date,catalogue_number,source_url,encoder,encoding_date,copyright,license_abbr,version,meter,metric_classification,modality,key,ambitus,has_lyrics,has_music,genre,language,language_iso,url,preview_url,path,format,checksum
p0779,sagrillo-lorraine,Dreikönigslied ,,Lothringen,,,,,,,,pinck1926verklingende1,,,,,,21,,,,Damien Sagrillo,,,,,3/4 ,,hexatonic minor,G,8,False,True,"geistliche, religiöse Lieder",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0779.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0779.krn,data/p0779.krn,kern,65a0e25d48a5b5e6e247a89abe5fcc6d
p0780,sagrillo-lorraine,Die Flucht nach Ägypten ,,Lothringen,,,,,,,,pinck1926verklingende1,,,,,,23,,,,Damien Sagrillo,,,,,free,,heptatonic minor,A,8,False,True,"geistliche, religiöse Lieder",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0780.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0780.krn,data/p0780.krn,kern,699b966c957fd7206f57e7bf0eda491f
p0781,sagrillo-lorraine,Da unser Herr Jesus am Tischlein saß ,,Lothringen,,,,,,,,pinck1926verklingende1,,,,,,26,,,,Damien Sagrillo,,,,,3/4 ,,hexatonic minor,D,8,False,True,"geistliche, religiöse Lieder",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0781.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0781.krn,data/p0781.krn,kern,5ed41ab1fc471d25a5dbc70936b5aa31
p0782,sagrillo-lorraine,Karfreitagslied ,,Lothringen,,,,,,,,pinck1926verklingende1,,,,,,28,,,,Damien Sagrillo,,,,,4/4 ,,heptatonic ionian,D,8,False,True,"geistliche, religiöse Lieder",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0782.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0782.krn,data/p0782.krn,kern,4d44eb3a768db4d0160a0be17eccbc93
p0783,sagrillo-lorraine,Tationenlied ,,Lothringen,,,,,,,,pinck1926verklingende1,,,,,,31,,,,Damien Sagrillo,,,,,4/4 ,,heptatonic ionian,D,9b,False,True,"geistliche, religiöse Lieder",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0783.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0783.krn,data/p0783.krn,kern,654264811ea4f6b971b05a83cef219ed
p0784,sagrillo-lorraine,Maria wollt auswandern ,,Lothringen,,,,,,,,pinck1926verklingende1,,,,,,36,,,,Damien Sagrillo,,,,,4/4 ,,heptatonic ionian,F,9,False,True,"geistliche, religiöse Lieder",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0784.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0784.krn,data/p0784.krn,kern,b09a4bcd914d855b60f871848e6c697f
p0785,sagrillo-lorraine,"Maria, die ging wohl über Land ",,Lothringen,,,,,,,,pinck1926verklingende1,,,,,,39,,,,Damien Sagrillo,,,,,4/4 ,,heptatonic minor,A,7b,False,True,"geistliche, religiöse Lieder",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0785.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0785.krn,data/p0785.krn,kern,2e522885845051b221e152c728aa6a93
p0786,sagrillo-lorraine,"O Königin, mildreiche Frau ",,Lothringen,,,,,,,,pinck1926verklingende1,,,,,,41,,,,Damien Sagrillo,,,,,free,,hexatonic minor,G,8,False,True,"geistliche, religiöse Lieder",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0786.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0786.krn,data/p0786.krn,kern,2441913b8dbfbaad82ddfd6c877e9b9a
p0787,sagrillo-lorraine,Katharinenlied ,,Lothringen,,,,,,,,pinck1926verklingende1,,,,,,43,,,,Damien Sagrillo,,,,,4/4 ,,octatonic minor w/o 6,A,9,False,True,"geistliche, religiöse Lieder",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0787.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0787.krn,data/p0787.krn,kern,d3414961030e4817a358dffd2d9282aa
p0788,sagrillo-lorraine,Lazarus und der Prasser ,,Lothringen,,,,,,,,pinck1926verklingende1,,,,,,46,,,,Damien Sagrillo,,,,,2/4 ,,,F,8,False,True,"geistliche, religiöse Lieder",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0788.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0788.krn,data/p0788.krn,kern,fcc8a39d251618bcea73ee4fafece797
p0789,sagrillo-lorraine,Falkenlied ,,Lothringen,,,,,,,,pinck1926verklingende1,,,,,,49,,,,Damien Sagrillo,,,,,free,,hexatonic minor,G,6b,False,True,"geistliche, religiöse Lieder",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0789.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0789.krn,data/p0789.krn,kern,057a0a96665f59eec563e9b122e24207
p0790,sagrillo-lorraine,Eine arme Seel wollt wanderen gehn ,,Lothringen,,,,,,,,pinck1926verklingende1,,,,,,53,,,,Damien Sagrillo,,,,,3/4 ,,heptatonic minor,E,8,False,True,"geistliche, religiöse Lieder",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0790.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0790.krn,data/p0790.krn,kern,fd9b4dbf2a3b55bace404221b548d34f
p0791,sagrillo-lorraine,Was batt mich ein schönes Haus ,,Lothringen,,,,,,,,pinck1926verklingende1,,,,,,55,,,,Damien Sagrillo,,,,,4/4 ,,octatonic minor w/o 6,G,8,False,True,???,,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0791.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0791.krn,data/p0791.krn,kern,155f876f3d95d51f083c8c2df733a004
p0792,sagrillo-lorraine,Da kommen die vier schwarzen Brüder ,,Lothringen,,,,,,,,pinck1926verklingende1,,,,,,57,,,,Damien Sagrillo,,,,,2/4 ,,hexatonic minor,G,8,False,True,"geistliche, religiöse Lieder, Tod",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0792.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0792.krn,data/p0792.krn,kern,229efd49c48ce558d4339fa6d9793d32
p0793,sagrillo-lorraine,Es wollt sich ein Herr ausreiten ,,Lothringen,,,,,,,,pinck1926verklingende1,,,,,,59,,,,Damien Sagrillo,,,,,4/4 ,,heptatonic ionian,G,7b,False,True,"geistliche, religiöse Lieder",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0793.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0793.krn,data/p0793.krn,kern,11767b68d4338337dcf464ad67d323b6
p0794,sagrillo-lorraine,E,,Lothringen,,,,,,,,pinck1926verklingende1,,,,,w, ,,,,Damien Sagrillo,,,,,free,,hexatonic minor,E,6,False,True,"???, Standesunterschied?",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0794.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0794.krn,data/p0794.krn,kern,f0c6070add1b910c07012c7411c195da
p0795,sagrillo-lorraine,Am Dienstag z' Morgen in aller früh ,,Lothringen,,,,,,,,pinck1926verklingende1,,,,,,65,,,,Damien Sagrillo,,,,,2/4 3/4 ,,heptatonic ionian,G,9,False,True,"???, Magie",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0795.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0795.krn,data/p0795.krn,kern,eaec6970d702c80bf74f15645aacecb2
p0796,sagrillo-lorraine,Es war einmal ein Mädchen ,,Lothringen,,,,,,,,pinck1926verklingende1,,,,,,66,,,,Damien Sagrillo,,,,,2/4 ,,hexatonic minor,A,8,False,True,"Liebe, Standesunterschied, Hochzeit, Tod",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0796.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0796.krn,data/p0796.krn,kern,4545d63081fc743b2c331f576178bc95
p0798,sagrillo-lorraine,"Nun adje, jetzt muß ich reiten fort ",,Lothringen,,,,,,,,pinck1926verklingende1,,,,,, 71,,,,Damien Sagrillo,,,,,4/4 ,,heptatonic ionian,G,8,False,True,"Abschied, Tod",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0798.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0798.krn,data/p0798.krn,kern,4d13d556e734263b4611050370e43a5c
p0799,sagrillo-lorraine,Es war einmal ein Kaufmannssohn ,,Lothringen,,,,,,,,pinck1926verklingende1,,,,,,75,,,,Damien Sagrillo,,,,,2/4 ,,,F,9b,False,True,"Liebe, Standesunterschied, Mord",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0799.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0799.krn,data/p0799.krn,kern,986c4f11718cff90ebdb3cdef165ccd4
p0800,sagrillo-lorraine,Graf Friedrich wollt ausreiten ,,Lothringen,,,,,,,,pinck1926verklingende1,,,,,,77,,,,Damien Sagrillo,,,,,free,,heptatonic ionian,F,8,False,True,"Liebe, Unfall, Tod",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0800.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0800.krn,data/p0800.krn,kern,64007a3ef2286f1c900e6704721776cd
p0801,sagrillo-lorraine,Graf Backewill ,,Lothringen,,,,,,,,pinck1926verklingende1,,,,,, 81,,,,Damien Sagrillo,,,,,free,,octatonic,F,8,False,True,"Kriegslied, Gefangenschaft, Liebe",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0801.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0801.krn,data/p0801.krn,kern,70f7c68d69d8ce5d04f30e22a32232c6
p0802,sagrillo-lorraine,"Wo fehlt es dir, mein Herz ",,Lothringen,,,,,,,,pinck1926verklingende1,,,,,,87,,,,Damien Sagrillo,,,,,4/4 ,,heptatonic ionian,G,9b,False,True,Liebesklage?,,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/p0802.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/data/p0802.krn,data/p0802.krn,kern,3157813aa82f1cb2b9caf7a3b604066d
